QueryId,EntityId
011,3690926
011,2224469
011,2882186
011,903037
011,3535026
011,3399379
011,2673435
011,3240223
011,4399555
011,2283753
011,3409045
011,678769
011,1839923
011,296099
011,4246461
011,3636118
011,1188922
011,1931321
011,4607309
011,2615720
011,3402746
011,2195748
011,2664514
011,3318279
011,272957
011,1060248
012,4261227
012,412758
012,358512
012,2990203
012,2141772
012,2003958
012,326785
012,2821299
012,4041364
012,2400903
012,2933060
012,2936354
012,4533894
012,1879402
012,1543172
012,2105996
012,4285714
012,3858357
012,3228143
012,3858358
012,4007854
012,2457662
012,445462
012,2625459
012,1879404
012,1326736
012,2332728
012,1835069
012,1482331
012,641548
012,1680347
012,582746
012,581681
012,3068315
012,2932499
012,3267998
012,3764294
012,1759198
012,2205666
012,4517718
012,2936397
012,3612692
012,2633103
012,2932562
012,2147547
012,4298253
012,2135128
012,1099787
012,4188119
012,4074452
012,4044174
012,2397984
012,2932181
012,3976265
012,853694
012,3279895
012,1514467
012,4079569
012,815926
012,410776
012,1468722
012,3789400
012,4374707
012,1232665
012,2399501
012,1319193
012,2419612
012,1510034
012,4392959
012,1339218
012,3924218
012,517442
012,3866246
012,2854012
012,2457661
012,1605154
012,2933037
012,269677
012,2838808
012,3988422
012,789975
012,2053566
012,2127884
012,4122700
012,3966003
012,3329774
012,2566369
012,2644693
012,4418764
012,940121
012,829485
012,1482853
012,2746851
012,2616706
012,3716391
012,1572420
012,1519713
012,1344911
012,4440247
014,1084409
014,3071062
014,408345
014,801715
014,4186953
021,4113143
021,3430059
021,4517117
021,1794601
021,1019610
021,4110135
021,1828980
021,4126004
021,4388558
021,2074985
021,835070
021,3521432
021,2936076
021,4486770
021,4126003
021,3106738
021,4103556
021,4128227
021,2119839
021,3781743
021,319344
021,4463970
021,2169501
021,3935703
021,4075841
021,4132767
021,3519832
021,4014836
021,2812771
021,2168255
021,4263752
021,319342
021,1405639
021,1489979
021,3696014
021,1459597
021,2593086
021,4194489
021,3002229
021,1460022
021,4131751
021,4240487
021,2037520
021,3852792
021,4584988
021,2051422
021,1773411
021,1224832
022,3140987
022,828414
022,2336870
022,4161188
022,4110135
022,3696014
022,3847930
022,3232972
025,1911236
027,1714467
027,3136883
027,3136808
027,3136837
027,3136964
027,1079503
027,1418407
027,3824168
027,3489341
027,3948567
027,3613097
027,917417
027,4242859
027,2220012
027,1020188
027,600554
027,871058
027,1142947
027,714143
027,3346184
027,4585619
027,2998145
028,1647609
028,945424
028,3127447
028,600554
028,4313934
028,4629208
028,1142947
028,2590084
032,3648375
032,1155189
032,3917084
032,1714383
032,4476650
032,1627740
032,2747161
032,255217
032,720003
032,3735757
032,4247838
032,3245171
032,3525643
032,2807453
032,1450851
032,3245170
032,1912511
032,4136504
032,660086
032,4534904
032,3560104
032,3340054
032,3858931
032,245840
032,659537
032,1711905
032,3848116
032,2477610
032,4313935
032,1053522
032,659548
032,1954477
032,4242103
032,4091806
032,663718
032,3516299
032,2569006
032,2133608
032,4609203
032,3389709
032,1756636
032,1259584
032,1239054
032,4406742
032,2297157
032,1997491
032,4368071
032,1764359
032,700351
032,2013751
032,2417379
032,2417156
032,3867300
032,1486101
032,679788
032,2564562
032,655557
032,626594
032,659398
032,3851504
032,665146
032,4383928
032,2670221
032,4079832
032,328390
032,575178
032,3352993
032,2911407
032,3685032
032,4102711
032,959695
032,2159434
032,2734704
032,1259680
032,2441359
032,1330548
032,1511500
032,3975961
032,2124088
032,2564778
032,2164039
032,4241548
032,3783340
032,4264557
032,4497776
032,1753319
032,4402517
032,2851163
032,4587569
032,957870
032,4091485
032,3313800
032,1018362
032,2560302
032,1611212
032,281111
032,4103033
032,4402526
032,4153095
033,224926
037,532384
037,2840989
037,2840990
037,1853562
037,1865102
037,2840987
037,2757245
037,4027302
037,4028537
037,2406846
037,1399659
037,4028572
037,517522
037,4289856
037,4289855
037,859438
037,4289859
037,703746
037,3160328
037,525868
037,303394
037,348242
037,2644018
037,1613771
038,1853562
038,280482
039,3538812
039,1068776
039,3482481
039,3439576
039,4132849
039,513114
039,4235622
039,2637058
039,1636890
039,358417
039,3210201
039,2686027
039,1485286
039,2912538
039,864150
039,2358936
039,1636878
039,3438203
039,829750
039,4316043
039,4235633
039,3527209
039,1672822
039,3211730
039,3557239
039,229931
039,4235435
039,4239607
039,775520
039,3381780
039,349120
039,1069670
039,1658280
039,107436
039,4330505
039,151701
039,1682692
039,1682803
039,1928668
039,1021080
039,101123
039,4235532
039,3482482
039,1682735
039,4235416
039,104017
039,2459453
039,3974520
039,3012955
039,1556204
039,119317
039,137648
039,1472167
039,4235518
039,4235544
039,4235546
039,121176
039,2908448
039,1682712
039,144484
039,3257117
039,1250046
039,1239763
039,1666281
039,1636891
039,105746
039,151658
039,2784746
039,4235613
039,1972822
039,4360886
039,1682715
039,127250
039,162039
039,3581964
039,1556218
039,4235488
039,413336
039,4204925
039,2408557
039,4235492
039,588702
039,2604246
039,4260853
039,4235537
039,4417980
039,1556228
039,4260850
039,4235603
039,109939
039,3999814
039,944873
039,3786006
039,4291344
039,1021081
039,2543827
039,146621
039,1556226
039,1139301
045,2520901
045,2520857
045,2207546
045,1860740
045,1479528
045,2296223
045,887750
045,3776884
045,1160693
045,722444
045,628670
045,3689024
045,2258776
045,1328744
045,1404963
045,1795147
045,3794845
045,2399144
045,1108653
045,4628682
045,1959471
045,3765590
045,1615745
045,927037
045,613864
045,2791519
045,3695561
045,310639
045,1372575
045,831984
045,679133
045,2667216
045,624229
045,1215693
045,3922948
045,2335747
045,3677941
045,4391510
045,504236
045,2335173
045,2865100
045,1141986
045,380550
045,3439353
045,2078945
045,2965157
045,504216
045,342631
045,3690793
045,2699208
045,1343876
045,831730
045,3582287
045,2878272
045,2192789
045,2103253
045,2052382
045,580089
045,2466769
045,4637475
045,3224592
045,3487687
045,720587
045,2974746
045,3781610
045,2825643
045,2249913
045,2368710
045,2221475
045,2093275
045,835341
045,2053679
045,466236
045,1998739
045,1550793
045,399491
045,3764325
045,1632441
045,1504393
045,3225143
045,4206523
045,2774701
045,2254373
045,3922564
045,651856
045,1948191
045,3586412
045,3582774
045,901148
045,3617417
045,2731086
045,3319155
045,2459673
045,2252380
045,2424203
045,3677785
045,3228727
045,1860686
045,2898166
046,4541529
046,3920781
046,664527
046,1636204
046,1636586
046,3109325
046,3815997
046,3815996
046,726524
046,703051
046,2601266
046,1556200
046,3727926
046,2370071
046,651334
046,3448860
046,4004733
046,4004730
046,1636577
046,1583982
046,2359014
046,1834482
046,131464
046,2857858
046,169184
046,1636203
046,975768
046,2090036
046,2349265
046,3877966
046,1272392
046,3406044
046,2971722
046,1636579
046,3212613
046,3448861
046,2294642
046,1636591
046,1636578
046,1427395
046,417683
046,2367489
046,2510499
046,2498551
046,4541531
046,4015351
046,2635779
046,458937
046,2548424
046,1078177
046,1636588
046,915070
046,2463784
046,1671612
046,1975747
046,4458706
046,1843595
046,177840
046,1636634
046,177842
046,1806503
046,1459226
046,2509994
046,2548277
046,177831
046,4593827
046,2349249
046,2598939
046,3740073
046,1080794
046,2414634
046,1097249
046,1636590
046,3835738
046,2238163
046,2852485
046,4464993
046,197704
046,1941201
046,2011652
046,1921734
046,2509847
046,2548440
046,3357282
046,169083
046,169080
046,3766978
046,2916927
046,2295741
046,4074413
046,3629400
046,3967058
046,516877
046,2917485
046,1636580
046,1908468
046,1561452
046,1555098
046,575042
047,2520124
047,4197210
047,89598
047,1324524
047,926291
047,1190957
047,1324519
047,1249813
047,1550573
047,1323718
047,1769363
047,906318
047,1324250
047,2846341
047,1324435
047,4534692
047,1616916
047,4242452
047,1247419
047,603916
047,4573051
047,3015421
047,1399933
047,4043867
047,4378467
047,1324369
047,3997211
047,1250841
047,2520847
047,704648
047,2519142
047,3169140
047,587315
047,1646174
047,679792
047,1532889
047,1237937
047,4043528
047,1247402
047,3773700
047,2355936
047,2554662
047,4092336
047,3997212
047,2476083
047,1646476
047,3066787
047,3085745
047,337703
047,906735
047,644154
047,2520123
047,1221516
047,1851694
047,1874596
047,4292939
047,885093
047,4442131
047,350926
047,4126511
047,1990768
047,1323689
047,486412
047,3468479
047,656228
047,643723
047,337698
047,1324275
047,1541817
047,3360254
047,4044462
047,1371917
047,1834339
047,4405656
047,3875419
047,2865333
047,204198
047,4363846
047,1532801
047,4101197
047,722908
047,209665
047,2566414
047,1399718
047,3449049
047,2525983
047,3822882
047,250224
047,1061374
047,2026222
047,1261143
047,3709463
047,1879917
047,3024344
047,2332765
047,758625
047,1269584
047,1068182
047,3858390
054,2195444
054,2195441
054,2195439
054,2195437
054,2195436
054,2195434
054,2195433
054,2195432
054,2195430
054,2195428
054,2195427
054,2195426
054,2195425
054,2195421
054,2195420
054,2195418
054,2195417
054,2195416
054,2195412
054,2195411
054,2195410
054,2195409
054,2195408
054,2195407
054,2195406
054,2195405
054,2195404
054,2195403
054,2195402
054,2195401
054,2195400
054,2195399
054,2195398
054,2195396
054,2195395
054,2195394
054,2195393
054,2195392
054,2195391
054,2195559
054,2195555
054,2195553
054,2195548
054,2195546
054,2195540
054,2195561
054,2195551
054,2195371
054,2195373
054,2192798
054,2192790
054,2195378
054,2195542
054,2195538
054,2195536
054,2195534
054,2195532
054,2195530
054,2195528
054,2195526
054,2195524
054,2195522
054,2195520
054,2195451
054,2195390
054,2195388
054,2195386
054,2195384
054,2195380
054,2195376
054,928372
054,2195462
054,4077988
054,2195448
054,2195493
054,2192609
054,2193137
054,2192630
054,2195382
054,2195554
054,1143514
054,2195453
054,166123
054,29207
054,2192903
054,111732
054,107831
054,96152
054,3650823
054,1143516
054,1143515
054,1143513
054,1143512
054,1143511
054,1143509
054,2547446
054,2547442
054,2547440
054,2547439
056,2305775
056,881
057,555074
072,3110710
074,884035
079,2553526
079,1617001
079,4065532
079,1593281
079,2387116
079,2387086
079,3137949
079,1616842
079,1617020
079,1699703
079,4088548
079,2387172
079,445622
079,760395
079,4452129
079,1617049
079,3988986
079,4062701
079,4415540
079,358648
079,1747540
079,1008570
079,3705686
079,1174018
079,495759
079,194971
079,1616176
079,4446738
079,1159313
079,3172812
079,311079
079,3873918
079,3710870
079,2386992
079,1203224
079,3922631
079,3495257
079,2903066
079,4203640
079,1639933
079,2481216
079,1465463
079,1973631
079,1002002
079,1964904
079,2963927
079,2387207
079,2901625
079,2384897
079,3711333
079,2529669
079,1800619
079,748044
079,2387117
079,2952166
079,3012997
079,2481226
079,3704053
079,1174062
079,2255398
079,1518180
079,3796361
079,407397
079,2057238
079,4440595
079,3172979
079,1201312
079,4391380
079,527941
079,515545
079,3801566
079,3918281
079,2620151
079,4107697
079,4267076
079,2112904
079,2552109
079,4072756
079,3852380
079,3011882
079,1441365
079,2963807
079,1856196
079,3569914
079,2975740
079,1080504
079,3320554
079,2989625
079,1618135
079,3711108
079,1981317
079,3612679
079,1944685
079,1616085
079,4546024
079,2000292
079,1166343
079,2387037
079,695620
080,1691667
080,1642999
080,4078118
080,2303742
080,4362924
080,1290427
080,1630442
080,2811009
080,237914
080,380097
080,1530529
080,4469757
080,4095649
080,4618700
080,4077832
080,3474457
080,2085015
080,4133510
080,3929627
080,3540847
080,2109903
080,604478
080,303984
080,3557074
080,1691557
080,2295762
080,2099079
080,1105617
080,1929834
080,1642986
080,4493877
080,3718644
080,4095606
080,1296582
080,927037
080,1323220
080,594175
080,3497818
080,4187348
080,2857889
080,2122251
080,310954
080,1603017
080,1190241
080,2608818
080,1576479
080,1207450
080,4336420
080,1691505
080,3578832
080,984419
080,4217292
080,4485026
080,2138343
080,4077831
080,1167842
080,984421
080,2122803
080,4149175
080,2566270
080,604895
080,2263410
080,2127656
080,7059
080,2109027
080,2803937
080,2108979
080,3804746
080,387883
080,4077978
080,2712512
080,3827381
080,984420
080,2691160
080,702232
080,1371156
080,3551868
080,1039611
080,251556
080,3461168
080,1026276
080,3000307
080,1141199
080,1118211
080,712003
080,4078314
080,2163900
080,4238785
080,1355134
080,4585720
080,3234347
080,2153703
080,1691876
080,2565225
080,1924195
080,1123405
080,2409358
080,705194
080,1374845
084,2006653
084,1098464
084,1089338
084,1601939
084,1802257
084,2246228
091,1837395
091,200721
091,1788811
091,3847825
091,3249730
091,2560401
091,474086
091,1484734
091,3536999
091,3057794
091,1484525
091,1484415
091,3135833
091,1929501
091,1243075
091,640009
091,639986
091,2522067
091,1932155
091,822572
091,2403825
091,2511319
091,487360
091,1409189
091,3119979
091,4057073
091,3151744
091,3151727
091,639987
091,2943037
091,3935277
091,2819727
091,3151701
091,3151750
091,822869
091,639701
091,212157
091,1689272
091,196388
091,2511600
091,639810
091,3394187
091,639719
091,2511502
091,2511429
091,1110017
091,1175384
091,1478269
091,2378544
091,2511492
091,1044306
091,4398895
091,3851527
091,2511614
091,1478432
091,560344
091,2511609
091,1042985
091,2265439
091,1042986
091,1947313
091,3948692
091,2511378
091,639786
091,3079106
091,3111349
091,1789068
091,3151757
091,500832
091,3387914
091,1775315
091,2511505
091,639988
091,3703495
091,4576385
091,3883885
091,2511567
091,1431461
091,3871329
091,995953
091,1691378
091,1042984
091,2511320
091,2453147
091,3604913
091,352201
091,4488073
091,1484183
091,726297
091,2378540
091,269829
091,2676112
091,996056
091,434267
091,531434
091,3222526
091,4005942
091,2559381
091,3820952
092,1307614
092,2530006
092,3324978
092,355726
092,1962938
092,2534524
092,1410808
092,3151749
092,3388426
094,1355245
102,806991
102,224990
102,1760100
102,4302387
102,2508642
102,4456876
102,1445726
102,4039509
102,1340401
102,3178122
102,926864
102,3592240
102,2860875
102,3583736
102,348617
102,3876280
102,2412933
102,1340408
102,3672882
102,4250899
102,1953494
102,2597281
102,1876473
102,2979136
102,886793
102,2249122
102,3964340
102,3067140
102,3369281
102,2584424
102,250222
102,3872760
102,1157252
102,3766355
102,1277502
102,4545726
102,3670178
102,2246404
102,2561257
102,4545871
102,3401265
102,2356855
102,3624943
102,2552839
102,1195641
102,2155231
102,1974809
102,2300928
102,3914808
102,1629768
102,4365061
102,1412574
102,294048
102,3168518
102,3493679
102,1058740
102,3724946
102,1810980
102,4342963
102,4301033
102,127406
102,3013482
102,3107195
102,1080086
102,692593
102,4248378
102,1157673
102,3571475
102,3683591
102,3543026
102,3389139
102,4477084
102,252307
102,944956
102,539575
102,1480268
102,2521395
102,3086986
102,3337704
102,2987289
102,2552597
102,1850266
102,2902882
102,3457523
102,1443368
102,3483779
102,3034677
102,565584
102,345036
102,4248249
102,806946
102,1784388
102,1144798
102,3168297
102,715487
102,2404302
102,356595
102,1270166
102,990118
105,45641
105,42421
105,2879756
105,132386
105,36611
105,4265015
105,4045621
105,505744
108,1271069
108,3513822
108,800469
108,2705133
108,293723
108,346736
108,3658575
108,3227248
108,4212726
108,1517357
108,791632
110,3802081
110,3281527
113,54476
113,47652
113,4487422
113,2510143
113,2693350
113,2016207
113,330039
113,2730876
113,3555851
113,3778949
113,967590
113,1489907
113,2128941
113,2294059
118,957734
118,3635548
118,1620668
118,1521034
118,2742443
118,4377837
118,3330661
118,3993325
118,957856
118,3477195
118,2702144
118,640376
118,3635418
118,3635496
118,2467529
118,3641745
118,384880
118,1798496
118,1336886
118,3819073
118,957742
118,4342723
118,640322
118,970860
118,1329133
118,3614655
118,544790
118,4449228
118,2597114
118,1843115
118,1333115
118,384541
118,3614732
118,2191426
118,1803618
118,923529
118,1559208
118,4220711
118,1537168
118,1411113
118,1799000
118,1329016
118,758858
118,3494997
118,1372088
118,397523
118,923375
118,329956
118,1637304
118,384909
118,1447864
118,2468106
118,3799901
118,1229740
118,1407454
118,309315
118,2304591
118,390425
118,2165439
118,2242492
118,2694032
118,1797913
118,2698090
118,1637283
118,1333265
118,1559191
118,3816321
118,1025370
118,4621226
118,1086275
118,2202726
118,545069
118,1012103
118,2731119
118,1655861
118,3061952
118,838591
118,4383467
118,2975169
118,1049075
118,2767787
118,1181873
118,2189094
118,2694700
118,2720107
118,2101963
118,2304586
118,1135693
118,4025882
118,1988887
118,820918
118,3690142
118,3779053
121,3910078
121,3541980
121,2253083
121,4519115
121,930849
121,3909969
121,2043973
121,2641917
121,3718598
121,2068875
121,3634581
121,808424
121,3881447
121,1091750
121,3910010
121,808419
121,808415
121,3240402
121,4207801
121,2053381
121,2187475
121,1840324
121,4155622
121,4083694
121,4302744
121,3910106
121,1912724
121,2499306
121,843236
121,1828828
121,4195598
121,808420
121,4467042
121,1566093
121,3909609
121,2901574
121,1785590
121,3910069
121,4297248
121,3087835
121,3910024
121,1433747
121,2157975
121,3909995
121,979547
121,4155612
121,1498289
121,1967979
121,3099872
121,1036705
121,3910074
121,3910041
121,2856188
121,3251423
121,1034518
121,1594310
121,4205804
121,4095263
121,1589368
121,3910070
121,3503896
121,329523
121,4033492
121,4004512
121,3912394
121,591771
121,3365588
121,2676502
121,327807
121,598237
121,1475822
121,227340
121,2435928
121,1172799
121,864230
121,1778572
121,3825900
121,3798538
121,979552
121,1536867
121,3492312
121,4071701
121,433374
121,984502
121,1432359
121,4147757
121,3954487
121,576050
121,710788
121,1170138
121,4342472
121,4146502
121,797983
121,3910100
121,2033729
121,2665384
121,3420702
121,2024565
121,1261893
122,645597
122,3114291
126,4590598
126,2487816
126,2925983
126,2734387
126,2197688
126,3928597
126,4269549
126,2814026
126,2733707
126,3835977
126,1928997
126,2830659
126,2261697
126,2734126
126,668250
126,3356422
126,2391777
126,3760697
126,2261497
126,2271872
126,3696839
126,4223942
126,3063792
126,2259099
126,1835650
126,1835769
126,4591931
126,3618633
126,2327893
126,2734088
126,2424007
126,4018521
126,2417359
126,4269542
126,275991
126,2317083
126,4269558
126,2096313
126,1574610
126,1835634
126,4013169
126,2258858
126,2639348
126,4018601
126,1835666
126,1847991
126,2093709
126,2351325
126,2272059
126,4018068
126,970071
126,4585271
126,2075549
126,4269564
126,2269140
126,1119461
126,962405
126,2258841
126,1846606
126,3715684
126,2432010
126,819889
126,3762175
126,352250
126,2173804
126,1847364
126,4220537
126,2259063
126,1289704
126,2268061
126,1847926
126,2739804
126,3774278
126,1290608
126,2345832
126,238538
126,2109598
126,2733592
126,3618652
126,1310399
126,1371463
126,4232799
126,1846736
126,3732361
126,3063859
126,4573253
126,1088086
126,700992
126,4226240
126,2194321
126,383942
126,276002
126,3776416
126,4215730
126,1222712
126,481807
126,3616889
126,3129497
126,2177487
127,2527248
128,4132770
128,4108687
128,4122351
128,3703870
128,2344992
128,4181711
128,3682077
128,1247825
128,1212273
128,3681090
128,4117500
128,3834758
128,3132301
128,1243461
128,190296
128,4184093
128,4582243
128,4120373
128,3944442
128,3055381
128,4106485
128,4372665
128,3750311
128,2644206
128,1874292
128,1838410
128,3508110
128,4075727
128,2224897
128,3682076
128,1169179
128,1921332
128,276152
128,3458633
128,3480392
128,3465695
128,2221951
128,1936593
128,69262
128,2395309
128,4127568
128,4268802
128,189439
128,3989946
128,2219735
128,1228600
128,57302
128,4118196
128,3669694
128,1835774
128,504452
128,2258230
128,3776925
128,3130254
128,908054
128,3607942
128,1717808
128,1961076
128,4153893
128,2552088
128,256563
128,3669711
128,4184329
128,1380017
128,2230614
128,3750441
128,3126653
128,1993497
128,3835872
128,676988
128,1989724
128,563023
128,1160961
128,202474
128,4623092
128,3776914
128,4037420
128,4229060
128,3697836
129,2553693
129,4450714
129,2508089
129,2784275
129,3681497
129,3793939
129,520141
129,2508152
129,603942
129,3771334
129,2649480
129,229756
129,2290431
129,643874
129,1825670
129,519993
129,636947
129,987090
129,4621649
129,647421
129,3634418
129,3088954
129,3590192
129,1618282
129,3209707
129,3011687
129,1754755
129,702927
129,1959902
129,1538505
129,2421112
129,3944073
129,2926182
129,987087
129,4306061
129,1266454
129,3876832
129,1754790
129,1830621
129,603943
129,1910384
129,2421053
129,3489862
129,1761956
129,4365420
129,487313
129,2314631
129,328746
129,1900197
129,603918
129,2206268
129,1231576
129,4468540
129,1517829
129,2792780
129,2926171
129,1266452
129,1032668
129,2456037
129,1483433
129,1477388
129,1340972
129,131375
129,706376
129,1754756
129,660673
129,1517828
129,2245880
129,1244081
129,1188719
129,1517926
129,1483425
129,2658081
129,3952317
129,1032665
129,1701544
129,1517845
129,2678726
129,1857258
129,1804408
129,3115324
129,603737
129,1266455
129,1266453
129,2421048
129,3942317
129,1266460
129,1798660
129,1762200
129,1746865
129,603713
129,4051914
129,2926197
129,3992848
129,1628205
129,1032670
129,1754757
129,1517830
129,1266445
134,1465004
134,2393887
134,1014738
134,1484462
134,1400347
134,1484541
134,3642745
134,1467220
134,20942
134,4172910
134,1534042
134,2335474
134,1400393
134,2269274
134,2259199
134,3642949
134,2261053
134,7123
134,2711806
134,1508409
134,1410233
134,2398807
134,3087143
134,4216484
134,3642891
134,3642893
134,1761215
134,1342996
134,494334
134,3033943
134,3315618
134,1484479
134,3840467
134,2936295
134,3685417
134,1923765
134,380074
134,4396270
134,1633251
134,4591521
134,317520
134,4064449
134,4581308
134,3619113
134,2615466
134,3212127
134,4279991
134,648644
134,914799
134,2306934
134,919769
134,2160986
134,2101943
134,3043456
134,3689316
134,2105563
135,3014575
135,3103503
135,3910999
135,4147665
135,4398815
135,1044675
135,1043932
135,3014574
135,4090676
135,1967314
135,4154642
135,4137339
135,207655
135,1664867
135,1771487
135,1502455
135,3796481
135,350119
135,3014576
135,4120834
135,2501541
135,1022543
135,350120
135,1022541
135,4140254
135,4103388
135,1833460
135,3677259
135,363385
135,1387549
135,1967313
135,3514477
135,4096289
135,3822195
135,363384
135,4411618
135,4125975
135,4137334
135,3000247
135,2435208
135,3032281
135,4045842
135,2814759
135,206727
135,3525420
135,4137346
135,984670
135,1022542
135,2637172
135,3910986
138,4502761
138,4206630
138,2069275
138,2659866
138,2596303
138,407994
138,1507605
138,2034114
138,3777643
140,4373445
140,4373448
140,4150385
140,4120453
140,3763698
140,699900
140,889035
140,3576704
140,4120454
140,4360588
140,4100482
140,3320479
140,1957519
140,2778703
140,829541
140,1953638
140,1201822
140,2080373
140,1998141
140,1541357
140,1442340
140,3210909
140,1470990
140,661687
140,3786885
140,172485
140,4074478
140,826642
140,4155754
140,4083493
140,4336811
140,4206129
140,4110302
140,549388
140,537196
140,205347
140,1862883
140,1664634
140,4105378
140,892202
140,1306956
140,3577605
140,3087865
140,3161245
140,3637616
140,4145441
140,831044
140,2289674
140,3130883
140,2355724
140,2365621
140,582926
140,2407719
140,3622561
140,2839194
140,4205874
140,4147469
140,1937050
140,1923100
140,2200553
140,3088277
140,3824940
140,3482807
140,3192612
140,3030833
140,4145206
140,4147202
140,2892103
140,3558145
140,4130093
140,360208
140,4129315
140,1583656
140,1404893
140,2304714
140,3081468
140,1864488
140,4310050
140,4467795
140,2366216
140,4104415
140,1259534
140,4113696
140,4153873
140,750380
140,4182822
140,4107681
140,482439
140,4086211
140,1935420
140,4096650
140,1364147
140,3735181
140,1053035
140,2451123
140,1444413
140,903184
140,4108423
140,5777
142,951180
142,3742938
142,3284029
143,1879903
143,1841691
143,2726286
143,3549847
143,1867414
143,1448150
143,449627
143,1507347
143,2121256
143,1504370
143,391868
143,1823552
145,2506619
145,2505817
145,2552379
145,2552411
145,2541604
145,2554246
145,2470086
145,4324144
145,3248059
149,4413278
150,2760642
150,3015131
151,235398
151,512041
151,843487
151,3834181
151,1978011
151,3613615
151,2183299
154,1625198
154,1565960
156,689738
156,4200500
157,3513548
157,1632172
157,2832114
157,1040345
157,664310
157,2282973
157,3776414
157,1766015
157,2807415
157,4619865
157,3233547
157,3497202
157,296760
157,2070455
